,신고번호,우범여부,핵심적발
418,17557988,0,0
419,27292933,0,0
420,56157573,0,0
421,59846116,0,0
422,61104108,1,2
423,38112064,0,0
424,69762253,0,0
425,69449177,0,0
426,52203695,0,0
427,96513564,0,0
428,77506585,0,0
429,75610977,0,0
430,10556195,1,2
431,82094280,0,0
432,46530576,0,0
433,77718716,0,0
434,58226272,0,0
435,96774181,1,2
436,12099679,0,0
437,35495852,0,0
438,35099648,0,0
439,29973151,0,0
440,14536867,0,0
441,28095906,0,0
442,47221006,0,0
443,74079966,0,0
444,92730715,1,1
445,70868317,0,0
446,30570259,0,0
447,32809839,0,0
448,15113392,0,0
449,52912655,0,0
450,64733484,0,0
451,84224414,0,0
452,78177218,0,0
453,12717209,0,0
454,92839637,0,0
455,54722017,1,2
456,91850311,0,0
457,97026247,0,0
458,35887032,0,0
459,21215830,0,0
460,28934282,1,2
461,68680082,0,0
462,57170696,0,0
463,51504729,0,0
464,52618627,0,0
465,53127638,0,0
466,26643337,0,0
467,75137886,0,0
468,25755484,0,0
469,63546554,0,0
470,44689917,0,0
471,72730710,0,0
472,30256594,0,0
473,22071205,0,0
474,76716574,0,0
475,77523423,0,0
476,26760798,0,0
477,43091073,0,0
478,88654172,0,0
479,62727145,0,0
480,66318521,0,0
481,22077423,0,0
482,84518800,0,0
483,77863833,0,0
484,74249819,1,2
485,91854181,0,0
486,23742605,0,0
487,28449332,0,0
488,62757407,0,0
489,75443863,0,0
490,59463872,0,0
491,86602349,1,2
492,26847491,0,0
493,11909874,0,0
494,92166558,0,0
495,93434673,0,0
496,94655033,1,2
497,14492921,0,0
498,18246665,0,0
499,61323552,0,0
500,91970104,0,0
501,79501000,0,0
502,21355890,0,0
503,42680385,0,0
504,50865430,0,0
505,12742950,0,0
506,28022055,0,0
507,95220821,0,0
508,90871962,0,0
509,27910301,0,0
510,62787079,0,0
511,92814343,1,2
512,95489242,0,0
513,75133281,0,0
514,89054561,1,2
515,26581990,0,0
516,28679060,0,0
517,60495004,0,0
518,93245824,0,0
519,99730128,0,0
520,58594318,1,2
521,37934898,1,2
522,90383667,0,0
523,71052594,1,2
524,13976118,0,0
525,42799525,0,0
526,12380751,0,0
527,59370533,1,2
528,81904964,0,0
529,69426542,0,0
530,40907446,0,0
531,72430801,0,0
532,41902599,0,0
533,84825349,0,0
534,55566702,0,0
535,83132257,0,0
536,73107466,0,0
537,84769321,0,0
538,13615415,1,2
539,38543807,0,0
540,10820496,0,0
541,55836113,0,0
542,42471344,0,0
543,30941035,0,0
544,97584395,0,0
545,57267634,0,0
546,33336506,0,0
547,47300213,0,0
548,80650350,0,0
549,78429977,0,0
550,78165512,0,0
551,44036280,0,0
552,68450188,0,0
553,86205292,0,0
554,50068577,0,0
555,61422266,0,0
556,27248748,0,0
557,44467954,1,2
558,10278156,0,0
559,18899364,0,0
560,63534393,0,0
561,83536208,0,0
562,29748287,0,0
563,19780188,0,0
564,39576268,1,1
565,78645270,0,0
566,54640584,0,0
567,92115930,0,0
568,71062814,0,0
569,57257360,0,0
570,41368082,0,0
571,70832633,0,0
572,14662727,0,0
573,34478837,0,0
574,44166190,0,0
575,14695889,0,0
576,40058448,0,0
577,65718899,0,0
578,66377929,0,0
579,52887810,0,0
580,58650221,0,0
581,23828162,0,0
582,35808921,0,0
583,73762876,0,0
584,19117308,1,1
585,68552800,0,0
586,92752397,0,0
587,20497983,1,2
588,48536143,0,0
589,49895381,0,0
590,78622928,0,0
591,11674488,0,0
592,51246566,0,0
593,23502058,0,0
594,56985733,0,0
595,64010977,0,0
596,65550823,0,0
597,50129199,0,0
598,22515456,0,0
599,81509414,0,0
600,79794184,0,0
601,86068758,0,0
602,40002259,1,2
603,27062421,0,0
604,88533882,0,0
605,44188422,0,0
606,63108978,0,0
607,34056967,0,0
608,46038409,0,0
609,53976831,0,0
610,87705185,0,0
611,72897040,0,0
612,24308455,0,0
613,19232209,0,0
614,89494924,0,0
615,52350179,0,0
616,82890741,0,0
617,13121251,0,0
618,24410648,0,0
619,11627885,0,0
620,42189833,1,2
621,60449551,0,0
622,10806516,0,0
623,14799054,0,0
624,66179426,0,0
625,83626715,0,0
626,31183499,1,2
627,54441192,0,0
628,11742194,1,2
629,93777957,0,0
630,86354869,0,0
631,58582858,0,0
632,40073854,0,0
633,18295784,0,0
634,34071933,0,0
635,51970538,0,0
636,77552580,0,0
637,93252604,0,0
638,20655403,0,0
639,69155894,0,0
640,36976512,0,0
641,40120253,0,0
642,74627917,0,0
643,15659839,0,0
644,58527107,0,0
645,77281532,0,0
646,77475338,0,0
647,55391123,0,0
648,15759081,0,0
649,75608787,0,0
650,99862422,0,0
651,74617145,1,2
652,50959124,0,0
653,59988297,0,0
654,65950897,0,0
655,50832167,0,0
656,52497186,0,0
657,47827103,0,0
658,67091855,1,2
659,41421111,0,0
660,87443163,0,0
661,86522735,0,0
662,73236078,0,0
663,79907877,1,2
664,50434028,0,0
665,32146817,0,0
666,97869956,0,0
667,56991427,0,0
668,41419878,0,0
669,63698190,0,0
670,82981199,0,0
671,38690231,0,0
672,47733416,1,2
673,92863023,0,0
674,99983941,0,0
675,78738691,0,0
676,90270373,0,0
677,46532972,1,2
678,41520875,0,0
679,46522339,1,2
680,20835937,0,0
681,29892206,0,0
682,66180349,0,0
683,23775435,0,0
684,75637457,0,0
685,29259663,0,0
686,85406421,0,0
687,72747923,0,0
688,61049388,1,2
689,47737405,0,0
690,61740797,0,0
691,83080998,0,0
692,98162058,0,0
693,94797323,0,0
694,40323880,0,0
695,42261258,0,0
696,92493043,0,0
697,27513876,0,0
698,49601283,0,0
699,31028813,0,0
700,10432701,0,0
701,33039088,0,0
702,77885259,1,2
703,22098991,0,0
704,51473886,0,0
705,47661682,0,0
706,54335027,0,0
707,63857979,0,0
708,92578071,0,0
709,92239210,0,0
710,38194211,0,0
711,72454822,0,0
712,59778032,0,0
713,17233976,1,2
714,87173788,0,0
715,53399060,0,0
716,62169887,0,0
717,67599677,0,0
718,99735019,1,1
719,67156381,0,0
720,23133288,0,0
721,43632349,0,0
722,53868227,1,2
723,67996409,0,0
724,78209828,0,0
725,16795915,0,0
726,48432835,0,0
727,92808071,0,0
728,98019006,0,0
729,98583640,1,1
730,49713824,0,0
731,86303370,0,0
732,75061766,0,0
733,27014251,1,2
734,34235754,0,0
735,52392149,0,0
736,46076034,0,0
737,67661009,1,2
738,13942615,0,0
739,96018619,0,0
740,51447103,0,0
741,93503065,0,0
742,59823878,1,2
743,20469389,0,0
744,33776973,0,0
745,71330237,0,0
746,52063996,1,2
747,50083311,1,2
748,41872234,0,0
749,39736931,0,0
750,24892918,0,0
751,87571795,0,0
752,17323568,0,0
753,22339460,0,0
754,75277488,0,0
755,28139195,0,0
756,24804850,0,0
757,61075664,1,2
758,31577278,0,0
759,25723344,0,0
760,19701938,0,0
761,38688850,0,0
762,58427059,0,0
763,93311707,0,0
764,29611896,0,0
765,22608151,0,0
766,39581359,0,0
767,26787082,0,0
768,15959041,0,0
769,32038470,0,0
770,21183279,0,0
771,70435054,0,0
772,71195283,0,0
773,60774816,0,0
774,48988184,1,1
775,19355939,0,0
776,29766815,0,0
777,95614978,0,0
778,25937303,0,0
779,56018467,0,0
780,56139232,0,0
781,32209410,0,0
782,69518626,0,0
783,73620114,0,0
784,14194047,0,0
785,69419428,1,2
786,21150053,0,0
787,69881213,0,0
788,90663582,0,0
789,48614868,0,0
790,35036765,0,0
791,12016267,0,0
792,81099637,0,0
793,43233048,0,0
794,64903390,0,0
795,28662399,0,0
796,90375583,1,2
797,62992082,0,0
798,67433381,0,0
799,36587237,0,0
800,39591211,0,0
801,12814304,0,0
802,18182213,0,0
803,58242455,0,0
804,46300535,0,0
805,30386239,0,0
806,92696204,0,0
807,84603242,0,0
808,87418586,0,0
809,46245469,0,0
810,99972904,0,0
811,38607585,0,0
812,60391339,0,0
813,77012893,0,0
814,47520595,0,0
815,98597105,0,0
816,53691643,0,0
817,23785753,0,0
818,95247408,0,0
819,46790778,0,0
820,87613099,0,0
821,24827846,0,0
822,97472776,0,0
823,47386883,0,0
824,53709912,0,0
825,81764268,0,0
826,81135820,0,0
827,25554254,0,0
828,86249785,0,0
829,51996883,0,0
830,13007318,0,0
831,20203566,0,0
832,68609060,0,0
833,41624777,0,0
834,10847839,0,0
835,40061032,0,0
836,19328664,0,0
837,19383293,0,0
838,46749455,0,0
839,73594616,0,0
840,63797418,0,0
841,88781136,0,0
842,84714983,0,0
843,39957922,0,0
844,88957702,0,0
845,68372819,0,0
846,13437760,0,0
847,90848990,0,0
848,22717527,0,0
849,60113907,0,0
850,41375807,0,0
851,61750193,0,0
852,73881266,0,0
853,12923392,0,0
854,21945933,0,0
855,56041318,0,0
856,59900375,1,2
857,98258939,0,0
858,13832719,1,2
859,38861083,0,0
860,81972978,0,0
861,62236451,0,0
862,49162156,0,0
863,96405099,0,0
864,68751628,0,0
865,67677751,0,0
866,97930777,0,0
867,93144499,0,0
868,74207663,0,0
869,34957183,0,0
870,26186000,0,0
871,71330794,0,0
872,99918705,0,0
873,35537838,0,0
874,20082519,0,0
875,96394473,0,0
876,60640786,0,0
877,16425760,0,0
878,95313009,0,0
879,36773680,0,0
880,64137576,0,0
881,10983463,0,0
882,82925448,0,0
883,42653824,0,0
884,10011895,0,0
885,48532336,0,0
886,51017500,0,0
887,66782060,0,0
888,88547699,0,0
889,59509304,0,0
890,73449676,0,0
891,12263199,0,0
892,44765416,0,0
893,21350194,0,0
894,75842461,0,0
895,21740960,0,0
896,70959114,0,0
897,51918769,0,0
898,48437971,0,0
899,51087044,0,0
900,96552011,0,0
901,61412174,0,0
902,44464371,0,0
903,93136512,0,0
904,14910854,1,2
905,73505473,0,0
906,59214150,0,0
907,52038039,0,0
908,44086147,0,0
909,30282308,0,0
910,61949477,0,0
911,27997777,0,0
912,71243056,0,0
913,38714206,0,0
914,55870786,0,0
915,31120591,0,0
916,82769249,0,0
917,91253484,0,0
918,59230664,1,2
919,88957958,0,0
920,61470352,0,0
921,55558075,0,0
922,44057666,0,0
923,54897436,0,0
924,53324320,0,0
925,52114429,0,0
926,41156835,0,0
927,77006853,0,0
928,40301992,0,0
929,92691285,0,0
930,90271203,0,0
931,25525350,1,2
932,23918078,0,0
933,79021004,0,0
934,29130086,0,0
935,93347165,0,0
936,42937492,0,0
937,68908901,0,0
938,24912947,0,0
939,98060832,0,0
940,52538183,0,0
941,47950848,1,2
942,21738047,1,2
943,17784721,0,0
944,20887625,1,1
945,66496830,1,2
946,86912736,0,0
947,68462817,0,0
948,60014725,0,0
949,92752219,0,0
950,29822089,1,2
951,39975578,0,0
952,82800046,0,0
953,65452555,0,0
954,74189099,0,0
955,78934983,0,0
956,13009777,1,2
957,38899192,0,0
958,75847665,0,0
959,79431120,0,0
960,98965076,0,0
961,33762459,0,0
962,60691495,0,0
963,58243171,0,0
964,78564535,0,0
965,76185778,0,0
966,77831401,0,0
967,32005653,0,0
968,79871019,0,0
969,86401730,0,0
970,75058135,1,2
971,38808635,0,0
972,88589520,0,0
973,69369777,0,0
974,56563204,0,0
975,37199156,0,0
976,50664088,0,0
977,31082556,0,0
978,25138475,1,2
979,86301669,0,0
980,50293803,1,2
981,23461420,0,0
982,96879414,0,0
983,29452622,0,0
984,18115815,0,0
985,98132653,0,0
986,85510770,0,0
987,78789066,0,0
988,52391293,0,0
989,71431412,0,0
990,93150314,1,2
991,14110892,0,0
992,38217791,0,0
993,69067393,0,0
994,89104217,0,0
995,61590518,0,0
996,86620713,0,0
997,23911986,0,0
998,13044370,0,0
999,90131040,1,2
1000,21934183,0,0
1001,82341388,0,0
1002,51750263,0,0
1003,63510430,0,0
1004,33357178,1,2
1005,23078238,0,0
1006,12868896,0,0
1007,99171471,0,0
1008,61538031,1,1
1009,60892676,0,0
1010,36413050,0,0
1011,85778083,0,0
1012,20597719,0,0
1013,64094528,0,0
1014,17624145,0,0
1015,36631010,0,0
1016,90144943,0,0
1017,73687143,0,0
1018,53906032,0,0
1019,92342476,0,0
1020,33222957,0,0
1021,30128943,1,2
1022,58738861,0,0
1023,28504648,0,0
1024,46372366,0,0
1025,30947369,0,0
1026,60362420,0,0
1027,21351953,0,0
1028,54033362,0,0
1029,31565499,0,0
1030,36845112,0,0
1031,24433761,1,2
1032,13901986,0,0
1033,72123344,0,0
1034,28535865,0,0
1035,58996013,0,0
1036,19870515,0,0
1037,65222232,0,0
1038,32337236,1,2
1039,21091394,0,0
1040,27419381,0,0
1041,94860584,0,0
1042,76191149,0,0
1043,14384508,0,0
1044,18153212,1,1
1045,10803561,0,0
1046,18618617,0,0
1047,90486062,0,0
1048,71633111,0,0
1049,75846701,0,0
1050,83256439,0,0
1051,64825845,0,0
1052,33056127,0,0
1053,32750118,0,0
1054,19608963,0,0
1055,96072459,0,0
1056,72964223,0,0
1057,35210223,0,0
1058,60315311,0,0
1059,66703494,0,0
1060,89284310,0,0
1061,97910395,0,0
1062,10581667,0,0
1063,73148950,0,0
1064,72792772,0,0
1065,48486933,0,0
1066,85693069,0,0
1067,94540691,0,0
1068,89798891,0,0
1069,62575860,0,0
1070,93929795,0,0
1071,53049641,0,0
1072,85809032,0,0
1073,16981439,0,0
1074,58022972,0,0
1075,10772066,0,0
1076,75135434,0,0
1077,72280170,0,0
1078,82689748,1,1
1079,49392778,0,0
1080,90707604,0,0
1081,80558960,0,0
1082,99954275,0,0
1083,68854227,0,0
1084,99812453,0,0
1085,50137958,0,0
1086,90146824,0,0
1087,18731187,0,0
1088,99004815,0,0
1089,14241608,0,0
1090,72968984,0,0
1091,54086861,1,2
1092,42811672,0,0
1093,30720426,0,0
1094,75557788,0,0
1095,85616895,0,0
1096,33021211,0,0
1097,92417829,0,0
1098,52143693,0,0
1099,49881881,0,0
1100,55940764,1,2
1101,69746289,0,0
1102,34327923,0,0
1103,10488243,0,0
1104,82699101,1,2
1105,70859171,0,0
1106,31509826,0,0
1107,22671194,0,0
1108,80164449,0,0
1109,20033494,0,0
1110,51255360,0,0
1111,14726004,0,0
1112,94944659,0,0
1113,81838444,0,0
1114,52108927,0,0
1115,58224831,0,0
1116,57982721,0,0
1117,75327628,0,0
1118,80019283,0,0
1119,53100438,0,0
1120,26470943,0,0
1121,74710616,0,0
1122,82760781,0,0
1123,35948424,0,0
1124,13804316,0,0
1125,18725420,0,0
1126,11953978,0,0
1127,38019188,0,0
1128,22619362,0,0
1129,57569468,0,0
1130,78079309,0,0
1131,42385734,0,0
1132,99385427,1,2
1133,54906021,0,0
1134,21860796,0,0
1135,26672239,1,2
1136,90626073,0,0
1137,18222567,0,0
1138,13303677,0,0
1139,37656314,0,0
1140,29095093,0,0
1141,67786982,0,0
1142,41322307,0,0
1143,13078381,0,0
1144,30030662,0,0
1145,83454465,0,0
1146,10175874,0,0
1147,23055165,0,0
1148,85908987,0,0
1149,76608256,1,2
1150,89455878,0,0
1151,31212439,0,0
1152,72274983,0,0
1153,86312478,1,2
1154,18422452,0,0
1155,83654147,0,0
1156,25499951,0,0
1157,63948423,0,0
1158,78147359,1,2
1159,12410639,0,0
1160,12911150,0,0
1161,18720977,0,0
1162,22252266,0,0
1163,68622438,0,0
1164,90211986,0,0
1165,35843463,0,0
1166,74199911,0,0
1167,71815603,0,0
1168,40512086,0,0
1169,82441558,0,0
1170,48768396,0,0
1171,39841615,0,0
1172,59054699,0,0
1173,86691170,0,0
1174,40099878,0,0
1175,40357349,1,2
1176,79010808,0,0
1177,79448408,1,2
1178,71995607,0,0
1179,27638624,0,0
1180,63757650,0,0
1181,42651015,0,0
1182,77139883,0,0
1183,56690809,0,0
1184,20943826,0,0
1185,49006815,1,1
1186,95675005,1,1
1187,34978408,0,0
1188,98753438,0,0
1189,13288965,1,2
1190,80130712,0,0
1191,19698237,0,0
1192,85174953,0,0
1193,75129844,0,0
1194,95270733,0,0
1195,72191222,0,0
1196,66379205,1,1
1197,99106263,0,0
1198,77074064,0,0
1199,96335875,0,0
1200,44571446,0,0
1201,77571246,0,0
1202,28807936,0,0
1203,24819886,0,0
1204,29729032,1,2
1205,34319261,0,0
1206,73671433,1,2
1207,92624916,0,0
1208,20123795,0,0
1209,18415104,0,0
1210,81141460,1,2
1211,36396343,0,0
1212,11590856,0,0
1213,79170714,0,0
1214,97517451,0,0
1215,83517586,0,0
1216,12168344,0,0
1217,65990923,0,0
1218,25526815,0,0
1219,15572606,0,0
1220,16835569,0,0
1221,84375323,0,0
1222,94820714,0,0
1223,12553552,0,0
1224,88829392,0,0
1225,77663660,1,2
1226,38887480,0,0
1227,47413250,1,2
1228,79049553,0,0
1229,14857447,0,0
1230,95903857,0,0
1231,89864598,0,0
1232,77464003,1,2
1233,77026107,0,0
1234,10912132,0,0
1235,34707452,0,0
1236,47954581,0,0
1237,47231810,0,0
1238,91698946,0,0
1239,91982305,0,0
1240,42921892,0,0
1241,94031006,0,0
1242,20364764,0,0
1243,89966754,0,0
1244,78554569,0,0
1245,77126842,0,0
1246,74550597,0,0
1247,25151990,0,0
1248,67884586,1,2
1249,32796550,0,0
1250,89874399,0,0
1251,48390212,0,0
1252,52373087,0,0
1253,12181555,0,0
1254,71806062,0,0
1255,54865573,0,0
1256,88292105,0,0
1257,82019767,0,0
1258,11722149,0,0
1259,69063091,0,0
1260,54274628,0,0
1261,12725614,0,0
1262,26754953,1,2
1263,25377106,0,0
1264,93840647,1,2
1265,39123591,0,0
1266,51393955,1,2
1267,27110376,0,0
1268,36619295,0,0
1269,48024826,0,0
1270,83706959,0,0
1271,88375634,0,0
1272,38373197,0,0
1273,18352749,0,0
1274,22755025,1,2
1275,58156347,0,0
1276,69742475,0,0
1277,77515938,0,0
1278,80912264,0,0
1279,13075395,0,0
1280,71882710,0,0
1281,80640159,0,0
1282,51608774,1,2
1283,14263044,0,0
1284,23582522,0,0
1285,53568168,0,0
1286,40394179,0,0
1287,13242775,0,0
1288,14626042,0,0
1289,94181953,1,2
1290,64894860,0,0
1291,55863693,0,0
1292,65581535,0,0
1293,98132435,0,0
1294,31491293,0,0
1295,66055832,0,0
1296,70622397,1,2
1297,47687928,0,0
1298,52814544,0,0
1299,16236237,1,1
1300,30529547,0,0
1301,55059085,0,0
1302,28529707,1,2
1303,58102002,0,0
1304,56649819,0,0
1305,95122398,0,0
1306,65744631,0,0
1307,47354150,0,0
1308,45017507,0,0
1309,75358128,1,1
1310,96498541,0,0
1311,60111876,1,1
1312,13870237,1,2
1313,21283710,0,0
1314,47186842,0,0
1315,58002137,1,2
1316,12540856,0,0
1317,96323081,0,0
1318,18518309,0,0
1319,32413014,0,0
1320,28618665,0,0
1321,59759588,1,2
1322,33296250,0,0
1323,86544774,0,0
1324,12843033,0,0
1325,82198734,1,2
1326,58817367,0,0
1327,27597620,0,0
1328,50973718,0,0
1329,85928094,0,0
1330,29035590,0,0
1331,51018600,0,0
1332,29115544,0,0
1333,51989279,0,0
1334,57558042,0,0
1335,92619628,0,0
1336,58190733,0,0
1337,10085381,0,0
1338,58858383,1,2
1339,20805591,0,0
1340,42802735,0,0
1341,91237237,0,0
1342,16453931,0,0
1343,17439209,0,0
1344,88356434,0,0
1345,32130491,0,0
1346,60713805,0,0
1347,70077531,0,0
1348,45200323,0,0
1349,12556767,0,0
1350,14518085,0,0
1351,44698046,0,0
1352,38040362,0,0
1353,34917857,0,0
1354,78525090,0,0
1355,36501823,0,0
1356,48077669,0,0
1357,29520595,0,0
1358,51116629,1,2
1359,87430500,0,0
